Which team won the 1934 FIFA Men's World Cup tournament in 1934?,The team that won the 1934 FIFA Men's World Cup tournament in 1934 was Italy.,train
Did the host country win the 1934 FIFA Men's World Cup tournament in 1934?,"Yes, the host country won the 1934 FIFA Men's World Cup tournament in 1934.",train
How many teams participated in the 1934 FIFA Men's World Cup tournament in 1934?,The number of teams that participated in the 1934 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1934 FIFA Men's World Cup tournament of 1934?,"No, there was not a group stage in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a second group stage in the 1934 FIFA Men's World Cup tournament of 1934?,"No, there was not a second group stage in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a final round in the 1934 FIFA Men's World Cup tournament of 1934?,"No, there was not a final round in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a round of 16 stage in the 1934 FIFA Men's World Cup tournament of 1934?,"Yes, there was a round of 16 stage in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a quarter-finals stage in the 1934 FIFA Men's World Cup tournament of 1934?,"Yes, there was a quarter-finals stage in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a semi-finals stage in the 1934 FIFA Men's World Cup tournament of 1934?,"Yes, there was a semi-finals stage in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a third-place match in the 1934 FIFA Men's World Cup tournament of 1934?,"Yes, there was a third-place match in the 1934 FIFA Men's World Cup tournament of 1934.",train
Was there a final match in the 1934 FIFA Men's World Cup tournament of 1934?,"Yes, there was a final match in the 1934 FIFA Men's World Cup tournament of 1934.",train
In which year was the 1938 FIFA Men's World Cup held?,The 1938 FIFA Men's World Cup tournament was held in the year 1938.,train
Which country hosted the 1938 FIFA Men's World Cup tournament in 1938?,The host country of the 1938 FIFA Men's World Cup tournament in 1938 was France.,train
When did the 1938 FIFA Men's World Cup tournament start?,The 1938 FIFA Men's World Cup tournament started on 1938-06-04.,train
When did the 1938 FIFA Men's World Cup tournament end?,The 1938 FIFA Men's World Cup tournament ended on 1938-06-19.,train
Which team won the 1938 FIFA Men's World Cup tournament in 1938?,The team that won the 1938 FIFA Men's World Cup tournament in 1938 was Italy.,train
Did the host country win the 1938 FIFA Men's World Cup tournament in 1938?,"No, the host country did not win the 1938 FIFA Men's World Cup tournament in 1938.",train
How many teams participated in the 1938 FIFA Men's World Cup tournament in 1938?,The number of teams that participated in the 1938 FIFA Men's World Cup tournament was 15.,train
Was there a group stage in the 1938 FIFA Men's World Cup tournament of 1938?,"No, there was not a group stage in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a second group stage in the 1938 FIFA Men's World Cup tournament of 1938?,"No, there was not a second group stage in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a final round in the 1938 FIFA Men's World Cup tournament of 1938?,"No, there was not a final round in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a round of 16 stage in the 1938 FIFA Men's World Cup tournament of 1938?,"Yes, there was a round of 16 stage in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a quarter-finals stage in the 1938 FIFA Men's World Cup tournament of 1938?,"Yes, there was a quarter-finals stage in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a semi-finals stage in the 1938 FIFA Men's World Cup tournament of 1938?,"Yes, there was a semi-finals stage in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a third-place match in the 1938 FIFA Men's World Cup tournament of 1938?,"Yes, there was a third-place match in the 1938 FIFA Men's World Cup tournament of 1938.",train
Was there a final match in the 1938 FIFA Men's World Cup tournament of 1938?,"Yes, there was a final match in the 1938 FIFA Men's World Cup tournament of 1938.",train
In which year was the 1950 FIFA Men's World Cup held?,The 1950 FIFA Men's World Cup tournament was held in the year 1950.,train
Which country hosted the 1950 FIFA Men's World Cup tournament in 1950?,The host country of the 1950 FIFA Men's World Cup tournament in 1950 was Brazil.,train
When did the 1950 FIFA Men's World Cup tournament start?,The 1950 FIFA Men's World Cup tournament started on 1950-06-24.,train
When did the 1950 FIFA Men's World Cup tournament end?,The 1950 FIFA Men's World Cup tournament ended on 1950-07-16.,train
Which team won the 1950 FIFA Men's World Cup tournament in 1950?,The team that won the 1950 FIFA Men's World Cup tournament in 1950 was Uruguay.,train
Did the host country win the 1950 FIFA Men's World Cup tournament in 1950?,"No, the host country did not win the 1950 FIFA Men's World Cup tournament in 1950.",train
How many teams participated in the 1950 FIFA Men's World Cup tournament in 1950?,The number of teams that participated in the 1950 FIFA Men's World Cup tournament was 13.,train
Was there a group stage in the 1950 FIFA Men's World Cup tournament of 1950?,"Yes, there was a group stage in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a second group stage in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a second group stage in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a final round in the 1950 FIFA Men's World Cup tournament of 1950?,"Yes, there was a final round in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a round of 16 stage in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a round of 16 stage in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a quarter-finals stage in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a quarter-finals stage in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a semi-finals stage in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a semi-finals stage in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a third-place match in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a third-place match in the 1950 FIFA Men's World Cup tournament of 1950.",train
Was there a final match in the 1950 FIFA Men's World Cup tournament of 1950?,"No, there was not a final match in the 1950 FIFA Men's World Cup tournament of 1950.",train
In which year was the 1954 FIFA Men's World Cup held?,The 1954 FIFA Men's World Cup tournament was held in the year 1954.,train
Which country hosted the 1954 FIFA Men's World Cup tournament in 1954?,The host country of the 1954 FIFA Men's World Cup tournament in 1954 was Switzerland.,train
When did the 1954 FIFA Men's World Cup tournament start?,The 1954 FIFA Men's World Cup tournament started on 1954-06-16.,train
When did the 1954 FIFA Men's World Cup tournament end?,The 1954 FIFA Men's World Cup tournament ended on 1954-07-04.,train
Which team won the 1954 FIFA Men's World Cup tournament in 1954?,The team that won the 1954 FIFA Men's World Cup tournament in 1954 was West Germany.,train
Did the host country win the 1954 FIFA Men's World Cup tournament in 1954?,"No, the host country did not win the 1954 FIFA Men's World Cup tournament in 1954.",train
How many teams participated in the 1954 FIFA Men's World Cup tournament in 1954?,The number of teams that participated in the 1954 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1954 FIFA Men's World Cup tournament of 1954?,"Yes, there was a group stage in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a second group stage in the 1954 FIFA Men's World Cup tournament of 1954?,"No, there was not a second group stage in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a final round in the 1954 FIFA Men's World Cup tournament of 1954?,"No, there was not a final round in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a round of 16 stage in the 1954 FIFA Men's World Cup tournament of 1954?,"No, there was not a round of 16 stage in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a quarter-finals stage in the 1954 FIFA Men's World Cup tournament of 1954?,"Yes, there was a quarter-finals stage in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a semi-finals stage in the 1954 FIFA Men's World Cup tournament of 1954?,"Yes, there was a semi-finals stage in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a third-place match in the 1954 FIFA Men's World Cup tournament of 1954?,"Yes, there was a third-place match in the 1954 FIFA Men's World Cup tournament of 1954.",train
Was there a final match in the 1954 FIFA Men's World Cup tournament of 1954?,"Yes, there was a final match in the 1954 FIFA Men's World Cup tournament of 1954.",train
In which year was the 1958 FIFA Men's World Cup held?,The 1958 FIFA Men's World Cup tournament was held in the year 1958.,train
Which country hosted the 1958 FIFA Men's World Cup tournament in 1958?,The host country of the 1958 FIFA Men's World Cup tournament in 1958 was Sweden.,train
When did the 1958 FIFA Men's World Cup tournament start?,The 1958 FIFA Men's World Cup tournament started on 1958-06-08.,train
When did the 1958 FIFA Men's World Cup tournament end?,The 1958 FIFA Men's World Cup tournament ended on 1958-06-29.,train
Which team won the 1958 FIFA Men's World Cup tournament in 1958?,The team that won the 1958 FIFA Men's World Cup tournament in 1958 was Brazil.,train
Did the host country win the 1958 FIFA Men's World Cup tournament in 1958?,"No, the host country did not win the 1958 FIFA Men's World Cup tournament in 1958.",train
How many teams participated in the 1958 FIFA Men's World Cup tournament in 1958?,The number of teams that participated in the 1958 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1958 FIFA Men's World Cup tournament of 1958?,"Yes, there was a group stage in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a second group stage in the 1958 FIFA Men's World Cup tournament of 1958?,"No, there was not a second group stage in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a final round in the 1958 FIFA Men's World Cup tournament of 1958?,"No, there was not a final round in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a round of 16 stage in the 1958 FIFA Men's World Cup tournament of 1958?,"No, there was not a round of 16 stage in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a quarter-finals stage in the 1958 FIFA Men's World Cup tournament of 1958?,"Yes, there was a quarter-finals stage in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a semi-finals stage in the 1958 FIFA Men's World Cup tournament of 1958?,"Yes, there was a semi-finals stage in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a third-place match in the 1958 FIFA Men's World Cup tournament of 1958?,"Yes, there was a third-place match in the 1958 FIFA Men's World Cup tournament of 1958.",train
Was there a final match in the 1958 FIFA Men's World Cup tournament of 1958?,"Yes, there was a final match in the 1958 FIFA Men's World Cup tournament of 1958.",train
In which year was the 1962 FIFA Men's World Cup held?,The 1962 FIFA Men's World Cup tournament was held in the year 1962.,train
Which country hosted the 1962 FIFA Men's World Cup tournament in 1962?,The host country of the 1962 FIFA Men's World Cup tournament in 1962 was Chile.,train
When did the 1962 FIFA Men's World Cup tournament start?,The 1962 FIFA Men's World Cup tournament started on 1962-05-30.,train
When did the 1962 FIFA Men's World Cup tournament end?,The 1962 FIFA Men's World Cup tournament ended on 1962-07-17.,train
Which team won the 1962 FIFA Men's World Cup tournament in 1962?,The team that won the 1962 FIFA Men's World Cup tournament in 1962 was Brazil.,train
Did the host country win the 1962 FIFA Men's World Cup tournament in 1962?,"No, the host country did not win the 1962 FIFA Men's World Cup tournament in 1962.",train
How many teams participated in the 1962 FIFA Men's World Cup tournament in 1962?,The number of teams that participated in the 1962 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1962 FIFA Men's World Cup tournament of 1962?,"Yes, there was a group stage in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a second group stage in the 1962 FIFA Men's World Cup tournament of 1962?,"No, there was not a second group stage in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a final round in the 1962 FIFA Men's World Cup tournament of 1962?,"No, there was not a final round in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a round of 16 stage in the 1962 FIFA Men's World Cup tournament of 1962?,"No, there was not a round of 16 stage in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a quarter-finals stage in the 1962 FIFA Men's World Cup tournament of 1962?,"Yes, there was a quarter-finals stage in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a semi-finals stage in the 1962 FIFA Men's World Cup tournament of 1962?,"Yes, there was a semi-finals stage in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a third-place match in the 1962 FIFA Men's World Cup tournament of 1962?,"Yes, there was a third-place match in the 1962 FIFA Men's World Cup tournament of 1962.",train
Was there a final match in the 1962 FIFA Men's World Cup tournament of 1962?,"Yes, there was a final match in the 1962 FIFA Men's World Cup tournament of 1962.",train
In which year was the 1966 FIFA Men's World Cup held?,The 1966 FIFA Men's World Cup tournament was held in the year 1966.,train
Which country hosted the 1966 FIFA Men's World Cup tournament in 1966?,The host country of the 1966 FIFA Men's World Cup tournament in 1966 was England.,train
When did the 1966 FIFA Men's World Cup tournament start?,The 1966 FIFA Men's World Cup tournament started on 1966-07-11.,train
When did the 1966 FIFA Men's World Cup tournament end?,The 1966 FIFA Men's World Cup tournament ended on 1966-07-30.,train
Which team won the 1966 FIFA Men's World Cup tournament in 1966?,The team that won the 1966 FIFA Men's World Cup tournament in 1966 was England.,train
Did the host country win the 1966 FIFA Men's World Cup tournament in 1966?,"Yes, the host country won the 1966 FIFA Men's World Cup tournament in 1966.",train
How many teams participated in the 1966 FIFA Men's World Cup tournament in 1966?,The number of teams that participated in the 1966 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1966 FIFA Men's World Cup tournament of 1966?,"Yes, there was a group stage in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a second group stage in the 1966 FIFA Men's World Cup tournament of 1966?,"No, there was not a second group stage in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a final round in the 1966 FIFA Men's World Cup tournament of 1966?,"No, there was not a final round in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a round of 16 stage in the 1966 FIFA Men's World Cup tournament of 1966?,"No, there was not a round of 16 stage in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a quarter-finals stage in the 1966 FIFA Men's World Cup tournament of 1966?,"Yes, there was a quarter-finals stage in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a semi-finals stage in the 1966 FIFA Men's World Cup tournament of 1966?,"Yes, there was a semi-finals stage in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a third-place match in the 1966 FIFA Men's World Cup tournament of 1966?,"Yes, there was a third-place match in the 1966 FIFA Men's World Cup tournament of 1966.",train
Was there a final match in the 1966 FIFA Men's World Cup tournament of 1966?,"Yes, there was a final match in the 1966 FIFA Men's World Cup tournament of 1966.",train
In which year was the 1970 FIFA Men's World Cup held?,The 1970 FIFA Men's World Cup tournament was held in the year 1970.,train
Which country hosted the 1970 FIFA Men's World Cup tournament in 1970?,The host country of the 1970 FIFA Men's World Cup tournament in 1970 was Mexico.,train
When did the 1970 FIFA Men's World Cup tournament start?,The 1970 FIFA Men's World Cup tournament started on 1970-05-31.,train
When did the 1970 FIFA Men's World Cup tournament end?,The 1970 FIFA Men's World Cup tournament ended on 1970-06-21.,train
Which team won the 1970 FIFA Men's World Cup tournament in 1970?,The team that won the 1970 FIFA Men's World Cup tournament in 1970 was Brazil.,train
Did the host country win the 1970 FIFA Men's World Cup tournament in 1970?,"No, the host country did not win the 1970 FIFA Men's World Cup tournament in 1970.",train
How many teams participated in the 1970 FIFA Men's World Cup tournament in 1970?,The number of teams that participated in the 1970 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1970 FIFA Men's World Cup tournament of 1970?,"Yes, there was a group stage in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a second group stage in the 1970 FIFA Men's World Cup tournament of 1970?,"No, there was not a second group stage in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a final round in the 1970 FIFA Men's World Cup tournament of 1970?,"No, there was not a final round in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a round of 16 stage in the 1970 FIFA Men's World Cup tournament of 1970?,"No, there was not a round of 16 stage in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a quarter-finals stage in the 1970 FIFA Men's World Cup tournament of 1970?,"Yes, there was a quarter-finals stage in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a semi-finals stage in the 1970 FIFA Men's World Cup tournament of 1970?,"Yes, there was a semi-finals stage in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a third-place match in the 1970 FIFA Men's World Cup tournament of 1970?,"Yes, there was a third-place match in the 1970 FIFA Men's World Cup tournament of 1970.",train
Was there a final match in the 1970 FIFA Men's World Cup tournament of 1970?,"Yes, there was a final match in the 1970 FIFA Men's World Cup tournament of 1970.",train
In which year was the 1974 FIFA Men's World Cup held?,The 1974 FIFA Men's World Cup tournament was held in the year 1974.,train
Which country hosted the 1974 FIFA Men's World Cup tournament in 1974?,The host country of the 1974 FIFA Men's World Cup tournament in 1974 was West Germany.,train
When did the 1974 FIFA Men's World Cup tournament start?,The 1974 FIFA Men's World Cup tournament started on 1974-06-13.,train
When did the 1974 FIFA Men's World Cup tournament end?,The 1974 FIFA Men's World Cup tournament ended on 1974-07-07.,train
Which team won the 1974 FIFA Men's World Cup tournament in 1974?,The team that won the 1974 FIFA Men's World Cup tournament in 1974 was West Germany.,train
Did the host country win the 1974 FIFA Men's World Cup tournament in 1974?,"Yes, the host country won the 1974 FIFA Men's World Cup tournament in 1974.",train
How many teams participated in the 1974 FIFA Men's World Cup tournament in 1974?,The number of teams that participated in the 1974 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1974 FIFA Men's World Cup tournament of 1974?,"Yes, there was a group stage in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a second group stage in the 1974 FIFA Men's World Cup tournament of 1974?,"Yes, there was a second group stage in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a final round in the 1974 FIFA Men's World Cup tournament of 1974?,"No, there was not a final round in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a round of 16 stage in the 1974 FIFA Men's World Cup tournament of 1974?,"No, there was not a round of 16 stage in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a quarter-finals stage in the 1974 FIFA Men's World Cup tournament of 1974?,"No, there was not a quarter-finals stage in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a semi-finals stage in the 1974 FIFA Men's World Cup tournament of 1974?,"No, there was not a semi-finals stage in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a third-place match in the 1974 FIFA Men's World Cup tournament of 1974?,"Yes, there was a third-place match in the 1974 FIFA Men's World Cup tournament of 1974.",train
Was there a final match in the 1974 FIFA Men's World Cup tournament of 1974?,"Yes, there was a final match in the 1974 FIFA Men's World Cup tournament of 1974.",train
In which year was the 1978 FIFA Men's World Cup held?,The 1978 FIFA Men's World Cup tournament was held in the year 1978.,train
Which country hosted the 1978 FIFA Men's World Cup tournament in 1978?,The host country of the 1978 FIFA Men's World Cup tournament in 1978 was Argentina.,train
When did the 1978 FIFA Men's World Cup tournament start?,The 1978 FIFA Men's World Cup tournament started on 1978-06-01.,train
When did the 1978 FIFA Men's World Cup tournament end?,The 1978 FIFA Men's World Cup tournament ended on 1978-06-25.,train
Which team won the 1978 FIFA Men's World Cup tournament in 1978?,The team that won the 1978 FIFA Men's World Cup tournament in 1978 was Argentina.,train
Did the host country win the 1978 FIFA Men's World Cup tournament in 1978?,"Yes, the host country won the 1978 FIFA Men's World Cup tournament in 1978.",train
How many teams participated in the 1978 FIFA Men's World Cup tournament in 1978?,The number of teams that participated in the 1978 FIFA Men's World Cup tournament was 16.,train
Was there a group stage in the 1978 FIFA Men's World Cup tournament of 1978?,"Yes, there was a group stage in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a second group stage in the 1978 FIFA Men's World Cup tournament of 1978?,"Yes, there was a second group stage in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a final round in the 1978 FIFA Men's World Cup tournament of 1978?,"No, there was not a final round in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a round of 16 stage in the 1978 FIFA Men's World Cup tournament of 1978?,"No, there was not a round of 16 stage in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a quarter-finals stage in the 1978 FIFA Men's World Cup tournament of 1978?,"No, there was not a quarter-finals stage in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a semi-finals stage in the 1978 FIFA Men's World Cup tournament of 1978?,"No, there was not a semi-finals stage in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a third-place match in the 1978 FIFA Men's World Cup tournament of 1978?,"Yes, there was a third-place match in the 1978 FIFA Men's World Cup tournament of 1978.",train
Was there a final match in the 1978 FIFA Men's World Cup tournament of 1978?,"Yes, there was a final match in the 1978 FIFA Men's World Cup tournament of 1978.",train
In which year was the 1982 FIFA Men's World Cup held?,The 1982 FIFA Men's World Cup tournament was held in the year 1982.,train
Which country hosted the 1982 FIFA Men's World Cup tournament in 1982?,The host country of the 1982 FIFA Men's World Cup tournament in 1982 was Spain.,train
When did the 1982 FIFA Men's World Cup tournament start?,The 1982 FIFA Men's World Cup tournament started on 1982-06-13.,train
When did the 1982 FIFA Men's World Cup tournament end?,The 1982 FIFA Men's World Cup tournament ended on 1982-07-11.,train
Which team won the 1982 FIFA Men's World Cup tournament in 1982?,The team that won the 1982 FIFA Men's World Cup tournament in 1982 was Italy.,train
Did the host country win the 1982 FIFA Men's World Cup tournament in 1982?,"No, the host country did not win the 1982 FIFA Men's World Cup tournament in 1982.",train
How many teams participated in the 1982 FIFA Men's World Cup tournament in 1982?,The number of teams that participated in the 1982 FIFA Men's World Cup tournament was 24.,train
Was there a group stage in the 1982 FIFA Men's World Cup tournament of 1982?,"Yes, there was a group stage in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a second group stage in the 1982 FIFA Men's World Cup tournament of 1982?,"Yes, there was a second group stage in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a final round in the 1982 FIFA Men's World Cup tournament of 1982?,"No, there was not a final round in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a round of 16 stage in the 1982 FIFA Men's World Cup tournament of 1982?,"No, there was not a round of 16 stage in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a quarter-finals stage in the 1982 FIFA Men's World Cup tournament of 1982?,"No, there was not a quarter-finals stage in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a semi-finals stage in the 1982 FIFA Men's World Cup tournament of 1982?,"Yes, there was a semi-finals stage in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a third-place match in the 1982 FIFA Men's World Cup tournament of 1982?,"Yes, there was a third-place match in the 1982 FIFA Men's World Cup tournament of 1982.",train
Was there a final match in the 1982 FIFA Men's World Cup tournament of 1982?,"Yes, there was a final match in the 1982 FIFA Men's World Cup tournament of 1982.",train
In which year was the 1986 FIFA Men's World Cup held?,The 1986 FIFA Men's World Cup tournament was held in the year 1986.,train
Which country hosted the 1986 FIFA Men's World Cup tournament in 1986?,The host country of the 1986 FIFA Men's World Cup tournament in 1986 was Mexico.,train
When did the 1986 FIFA Men's World Cup tournament start?,The 1986 FIFA Men's World Cup tournament started on 1986-05-31.,train
When did the 1986 FIFA Men's World Cup tournament end?,The 1986 FIFA Men's World Cup tournament ended on 1986-06-29.,train
Which team won the 1986 FIFA Men's World Cup tournament in 1986?,The team that won the 1986 FIFA Men's World Cup tournament in 1986 was Argentina.,train
Did the host country win the 1986 FIFA Men's World Cup tournament in 1986?,"No, the host country did not win the 1986 FIFA Men's World Cup tournament in 1986.",train
How many teams participated in the 1986 FIFA Men's World Cup tournament in 1986?,The number of teams that participated in the 1986 FIFA Men's World Cup tournament was 24.,train
Was there a group stage in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a group stage in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a second group stage in the 1986 FIFA Men's World Cup tournament of 1986?,"No, there was not a second group stage in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a final round in the 1986 FIFA Men's World Cup tournament of 1986?,"No, there was not a final round in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a round of 16 stage in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a round of 16 stage in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a quarter-finals stage in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a quarter-finals stage in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a semi-finals stage in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a semi-finals stage in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a third-place match in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a third-place match in the 1986 FIFA Men's World Cup tournament of 1986.",train
Was there a final match in the 1986 FIFA Men's World Cup tournament of 1986?,"Yes, there was a final match in the 1986 FIFA Men's World Cup tournament of 1986.",train
In which year was the 1990 FIFA Men's World Cup held?,The 1990 FIFA Men's World Cup tournament was held in the year 1990.,train
Which country hosted the 1990 FIFA Men's World Cup tournament in 1990?,The host country of the 1990 FIFA Men's World Cup tournament in 1990 was Italy.,train
When did the 1990 FIFA Men's World Cup tournament start?,The 1990 FIFA Men's World Cup tournament started on 1990-06-08.,train
When did the 1990 FIFA Men's World Cup tournament end?,The 1990 FIFA Men's World Cup tournament ended on 1990-07-08.,train
Which team won the 1990 FIFA Men's World Cup tournament in 1990?,The team that won the 1990 FIFA Men's World Cup tournament in 1990 was West Germany.,train
Did the host country win the 1990 FIFA Men's World Cup tournament in 1990?,"No, the host country did not win the 1990 FIFA Men's World Cup tournament in 1990.",train
How many teams participated in the 1990 FIFA Men's World Cup tournament in 1990?,The number of teams that participated in the 1990 FIFA Men's World Cup tournament was 24.,train
Was there a group stage in the 1990 FIFA Men's World Cup tournament of 1990?,"Yes, there was a group stage in the 1990 FIFA Men's World Cup tournament of 1990.",train
